"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22","WV03","WV20"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-10-06","3.1"," 1318"," 1455","0.0","0.0","0.0","16.1","23.9","7.8",,"  240","  220","6.3","7.2",,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-10-07","3.5"," 1346"," 1347","0.0","0.0","0.0","15.6","24.4","6.1",,"  180","  170","7.2","8.9",,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-10-08","4.6"," 2132"," 2303","18.0","0.0","0.0","17.8","21.1","13.9",,"  260","  320","8.9","11.2","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-10-09","2.7"," 0836"," 0835","0.0","0.0","0.0","13.9","21.1","6.7",,"  350","   10","7.6","11.6",,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-10-10","3.0"," 1203"," 1202","0.0","0.0","0.0","11.1","16.7","5.6",,"   60","   70","6.7","12.5",,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-10-11","2.7"," 1138"," 1154","0.0","0.0","0.0","11.7","17.2","5.6",,"  100","   60","6.7","11.2",,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-10-12","3.5"," 0930"," 1647","0.0","0.0","0.0","10.6","16.1","4.4","    0","  100","   60","7.6","11.2",,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-10-13","3.3"," 1009"," 0939","0.0","0.0","0.0","14.4","16.7","11.7","    0","   20","   50","6.7","10.7",,,,,,,,"    1",,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-10-14","4.2"," 0605"," 1153","3.0","0.0","0.0","11.1","13.3","8.9","    0","   10","   40","8.0","11.2","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-10-15","5.7"," 2144"," 2255","1.5","0.0","0.0","9.4","11.7","6.7","    0","  270","  290","11.2","15.6","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-10-16","8.1"," 1017"," 2246","0.0","0.0","0.0","6.1","8.3","3.9","    0","  290","  270","12.5","16.1",,,,,,,,,,,,,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-10-17","3.5"," 0011"," 0929","0.0","0.0","0.0","6.1","12.2","-0.6","    0","  280","  260","7.6","9.4",,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-10-18","6.2"," 1102"," 1721","0.0","0.0","0.0","7.2","11.7","2.2","    0","  110","   60","11.2","13.4",,,,,,,,,,,,"    1",,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-10-19","4.6"," 0715"," 1152","0.0","0.0","0.0","10.6","11.1","9.4","    0","   70","   60","8.0","11.6","    1",,,,,,,,,,"    1","    1",,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-10-20","3.4"," 1357"," 1505","0.0","0.0","0.0","11.1","11.7","10.0","    0","   20","   40","6.3","12.5","    1",,,,,,,,,,"    1","    1",,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-10-21","4.4"," 0928"," 0927","0.0","0.0","0.0","11.7","14.4","8.9","    0","  100","   90","7.6","12.5","    1",,,,,,,,,,"    1",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-10-22","5.7"," 1348"," 1425","0.0","0.0","0.0","12.2","17.2","7.2","    0","  160","  150","9.4","10.3","    1",,,,,,,"    1",,,"    1",,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-10-23","6.4"," 1652"," 1505","29.7","0.0","0.0","18.9","24.4","12.8","    0","  270","  230","10.3","15.6","    1",,"    1",,,,,,,,"    1",,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-10-24","2.9"," 0222"," 0215","0.0","0.0","0.0","12.8","19.4","5.6","    0","  280","  290","7.2","9.4",,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-10-25","2.2"," 2124"," 2036","0.0","0.0","0.0","13.9","23.9","3.3","    0","   40","   50","6.3","9.4",,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-10-26","3.6"," 1938"," 1736","0.3","0.0","0.0","13.9","15.6","11.7","    0","   20","   40","5.8","10.7","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-10-27","3.7"," 1525"," 1155","0.0","0.0","0.0","14.4","16.7","11.7","    0","   20","   40","7.2","11.6","    1",,,,,,,"    1",,,"    1",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-10-28","3.7"," 1651"," 0957","0.0","0.0","0.0","12.2","16.1","7.8","    0","  160","   70","6.7","9.4","    1",,,,,,,"    1",,,"    1","    1",,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-10-29","5.1"," 2316"," 2244","13.0","0.0","0.0","20.6","24.4","16.1","    0","  200","  220","10.7","14.8","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-10-30","8.8"," 1115"," 0838","1.5","0.0","0.0","16.1","22.2","10.0","    0","  250","  240","17.0","21.0",,,,,,,,,,,,,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-10-31","3.5"," 0015"," 0015","0.0","0.0","0.0","10.6","13.3","7.2","    0","  270","  270","8.0","10.7",,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-11-01","5.5"," 1807"," 1301","27.4","0.0","0.0","10.0","10.6","8.9","    0","   70","   50","10.3","13.4","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-11-02","5.2"," 1319"," 1613","1.3","0.0","0.0","8.3","9.4","7.2","    0","  320","   10","8.0","11.2","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-11-03","4.8"," 1851"," 1932","0.3","0.0","0.0","9.4","11.7","7.2","    0","   90","  100","8.9","11.6",,,,,,,,,,,,,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-11-04","5.4"," 1605"," 1602","13.5","0.0","0.0","7.8","10.6","5.0","    0","  330","  320","13.0","16.5","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-11-05","5.7"," 1347"," 1346","0.0","0.0","0.0","7.2","12.2","1.7","    0","  250","  260","10.3","13.4",,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-11-06","4.4"," 0009"," 0045","0.0","0.0","0.0","12.2","18.3","5.6","    0","  240","  260","7.2","9.4",,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-11-07","5.6"," 1318"," 1502","0.0","0.0","0.0","8.3","13.9","2.8","    0","  330","  310","11.2","13.4",,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-11-08","2.7"," 1257"," 1255","0.0","0.0","0.0","3.9","7.8","-0.6","    0","  300","  310","5.8","7.2",,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-11-09","3.7"," 1215"," 1330","0.0","0.0","0.0","7.2","11.7","2.2",,"  170","  170","8.0","9.8",,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-11-10","4.9"," 0944"," 0755","0.0","0.0","0.0","12.8","16.7","8.3",,"  220","  210","8.0","11.2",,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-11-11","7.2"," 0440"," 0222","0.0","0.0","0.0","6.7","11.1","1.7",,"   30","   10","11.6","16.1",,,,,,,,,,,,,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-11-12","3.6"," 1048"," 1254","0.0","0.0","0.0","3.9","8.3","-1.1",,"   30","   60","8.0","14.3",,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-11-13","2.3"," 1041"," 1320","0.0","0.0","0.0","2.2","7.8","-3.3",,"  110","   60","6.7","10.7",,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-11-14","2.6"," 2048"," 1655","0.0","0.0","0.0","3.3","10.0","-3.3",,"  130","   80","5.4","8.0",,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-11-15","1.7"," 0953"," 0952","1.3","0.0","0.0","4.4","10.0","-1.1",,"  240","  250","4.0","5.4",,,,,,,,,,,,,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-11-16","3.1"," 2351"," 2048","0.0","0.0","0.0","10.6","13.3","7.8",,"  220","  210","5.8","7.6","    1",,,,,,,"    1",,,"    1","    1",,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-11-17","3.4"," 0037"," 0022","0.0","0.0","0.0","15.0","17.2","12.2",,"  230","  220","5.8","8.0","    1",,,,,,,"    1",,,"    1","    1",,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-11-18","2.7"," 2318"," 2252","4.6","0.0","0.0","12.8","16.1","9.4",,"   50","   50","5.4","9.4","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-11-19","2.6"," 0059"," 0258","6.4","0.0","0.0","11.1","12.8","9.4",,"   40","   80","5.4","9.4","    1",,,,,,,,,,"    1","    1",,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-11-20","5.2"," 1214"," 0926","0.0","0.0","0.0","9.4","12.2","6.1",,"  280","  250","9.4","11.6","    1",,,,,,,,,,"    1","    1",,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-11-21","2.1"," 0332"," 0420","0.0","0.0","0.0","3.3","7.8","-1.1",,"  340","   20","6.7","9.4",,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-11-22","1.8"," 2350"," 2334","0.0","0.0","0.0","5.6","8.9","1.7",,"  210","  210","5.4","7.2",,,,,,,,"    1",,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-11-23","3.9"," 1107"," 1828","0.0","0.0","0.0","7.2","10.6","3.9",,"  260","   10","7.2","9.4","    1",,,,,,,"    1",,,"    1",,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-11-24","7.3"," 1416"," 1416","20.8","109.0","0.0","2.8","6.1","-1.1",,"   20","   10","13.4","17.0","    1","    1",,"    1",,,,,,,"    1",,,"    1",,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-11-25","2.9"," 0046"," 0046","0.0","0.0","102.0","-2.8","0.6","-6.1",,"  340","  330","6.3","7.6",,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-11-26","3.2"," 2359"," 2359","0.8","0.0","76.0","2.8","7.2","-2.2",,"  180","  180","5.8","7.6",,,,,,,,,,,,,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-11-27","6.3"," 2214"," 2034","17.8","0.0","0.0","5.6","8.3","2.8",,"  270","  270","11.2","14.3","    1",,,,,,,,,,"    1","    1",,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-11-28","4.1"," 0026"," 0035","0.0","0.0","0.0","3.9","6.7","0.6",,"  280","  270","8.9","11.2",,,,,,,,,,,,"    1",,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-11-29","1.9"," 2302"," 1643","1.8","0.0","0.0","1.7","3.3","0.0","    0","  350","   40","4.0","8.0","    1",,,,,"    1",,,,,"    1","    1","    1","    1",,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-11-30","4.0"," 2259"," 2356","13.0","20.0","0.0","2.2","4.4","0.0","    0","  330","  340","9.4","10.7","    1",,,,,,,"    1",,,"    1",,,"    1",,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-12-01","4.3"," 0051"," 0046","0.0","3.0","25.0","-1.7","0.0","-3.9","    0","  330","  320","10.3","13.0","    1",,,,,,,,,,"    1",,,,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-12-02","2.8"," 2036"," 2035","0.0","0.0","25.0","-0.6","2.8","-3.9","    0","  260","  270","8.9","11.2",,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-12-03","3.7"," 0229"," 0250","0.0","0.0","0.0","-1.1","2.2","-5.0","    0","  340","   10","7.6","10.7",,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-12-04","4.6"," 1116"," 1115","0.0","0.0","0.0","2.2","5.6","-1.7","    0","  240","  240","10.3","13.4",,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-12-05","4.3"," 1937"," 2219","0.5","0.0","0.0","2.8","8.3","-3.3","    0","  100","   70","8.9","13.0","    1",,,,,,,"    1",,,"    1",,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-12-06","3.2"," 0340"," 0339","4.1","0.0","0.0","7.2","10.0","4.4","    0","  110","  110","7.6","9.4","    1","    1",,,,,,,,,"    1","    1",,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-12-07","5.3"," 1909"," 1909","19.6","0.0","0.0","7.8","10.0","5.0","    0","  290","  290","10.7","13.9","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-12-08","3.7"," 0004"," 0004","0.0","0.0","0.0","3.9","5.0","2.2","    0","  280","  290","7.6","8.9","    1",,,,,,,,,,"    1",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-12-09","3.3"," 0307"," 0311","0.0","0.0","0.0","6.7","10.0","2.8","    0","  160","  160","6.7","7.6","    1",,,,,,,"    1",,,"    1",,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-12-10","3.8"," 2202"," 2044","3.3","0.0","0.0","5.0","7.2","2.8","    0","   20","   10","9.4","12.5","    1",,,,,,,,,,"    1","    1",,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-12-11","5.7"," 0312"," 0656","0.0","0.0","0.0","1.7","2.8","0.0","    0","  340","  330","10.7","13.0",,,,,,,,,,,,,,"    1",,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-12-12","9.0"," 1746"," 1745","0.0","0.0","0.0","2.8","6.7","-1.1","    0","  280","  280","16.1","19.7","    1",,,,,,,,,,"    1",,,,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-12-13","8.8"," 0334"," 0333","0.0","0.0","0.0","-3.9","-1.1","-7.2","    0","  300","  310","13.9","18.3",,,,,,,,,,,,,,,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-12-14","4.7"," 0021"," 0457","0.0","0.0","0.0","-5.6","-2.2","-8.9","    0","  330","  320","9.4","10.3",,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-12-15","5.5"," 1829"," 1932","0.0","0.0","0.0","-2.2","3.3","-7.8","    0","  200","  220","10.7","14.3",,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-12-16","6.2"," 0950"," 0948","0.0","0.0","0.0","2.2","6.1","-2.2","    0","  240","  240","10.7","13.4",,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-12-17","2.8"," 2322"," 0306","0.0","0.0","0.0","-3.3","0.6","-7.2","    0","  210","  360","5.4","8.9",,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-12-18","5.7"," 2349"," 2318","0.5","5.0","0.0","-2.2","3.3","-7.8","    0","  360","  330","11.2","14.3","    1",,,,,,,"    1",,,"    1",,,,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-12-19","6.7"," 0050"," 0026","0.0","0.0","0.0","-11.7","-7.8","-15.6","    0","   10","   10","12.5","16.1",,,,,,,,,,,,,,,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-12-20","6.8"," 1544"," 1543","0.0","0.0","0.0","-6.7","-1.7","-12.2","    0","  170","  170","12.5","15.6",,,,,,,,,,,,,,,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-12-21","6.7"," 1629"," 1335","0.0","0.0","0.0","-3.9","1.7","-10.0",,"  280","  270","9.8","13.0",,,,,,,,,,,,,,,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-12-22","5.1"," 2359"," 0131","0.0","0.0","0.0","-11.7","-10.0","-13.3","    0","  340","  300","8.0","11.6",,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-12-23","6.9"," 0845"," 0821","0.0","0.0","0.0","-11.1","-7.8","-15.0","    0","  320","  330","10.3","11.6",,,,,,,,,,,,,,,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-12-24","4.0"," 0012"," 0004","0.0","0.0","0.0","-15.0","-11.1","-18.9","    0","  300","  310","7.6","9.8",,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-12-25","3.7"," 0244"," 0943","0.5","8.0","0.0","-9.4","-7.2","-11.7","    0","  160","  190","7.2","8.9","    1",,,,,,,,,,"    1",,,,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-12-26","3.4"," 1314"," 1443","0.0","0.0","0.0","-7.8","-4.4","-11.1",,"  340","   50","5.8","8.0","    1",,,,,,,,,,"    1",,,,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-12-27","3.4"," 1920"," 1847","0.0","0.0","0.0","-8.3","-3.3","-13.3",,"  170","  170","7.2","9.4",,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-12-28","3.9"," 1312"," 1331","0.0","0.0","0.0","0.6","5.0","-4.4",,"  220","  230","6.7","8.9",,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-12-29","2.4"," 1749"," 1539","0.0","0.0","0.0","0.6","4.4","-3.3",,"  100","   70","4.0","8.0","    1",,,,,,,"    1",,,"    1",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-12-30","5.5"," 2242"," 2205","0.8","0.0","0.0","6.7","13.9","-0.6",,"  200","  210","13.0","17.4","    1","    1",,,,,,,,,"    1",,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2004-12-31","6.2"," 1416"," 1412","0.0","0.0","0.0","6.1","13.3","-1.7","    0","  250","  260","10.3","14.3",,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2005-01-01","4.7"," 1832"," 1031","7.9","0.0","0.0","0.6","5.0","-3.9","    0","  100","   70","9.4","13.0","    1",,"    1",,,,,,,,"    1",,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2005-01-02","3.7"," 0433"," 0432","2.0","0.0","0.0","6.7","12.2","0.6","    0","  220","  220","7.6","10.3","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2005-01-03","5.1"," 1506"," 1403","9.1","0.0","0.0","1.1","2.2","0.0","    0","   20","   40","8.0","13.0","    1",,,,,,,,,,"    1","    1",,"    1",,,"    1",,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2005-01-04","5.2"," 2132"," 2243","1.3","30.0","0.0","0.6","1.7","-1.1","    0","   40","   50","10.7","13.0","    1",,,,,,,,,,"    1","    1",,"    1",,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2005-01-05","8.2"," 0635"," 0231","9.7","157.0","51.0","-1.7","-0.6","-3.3","    0","   50","   50","11.2","15.6","    1","    1",,,,,,,"    1",,"    1",,,,,"    1",,,"    1",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2005-01-06","4.4"," 0104"," 0103","4.8","61.0","229.0","-6.7","-2.8","-11.1",,"   70","   70","8.9","10.3","    1",,,,,,,,,,"    1",,,,,"    1",,,"    1",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2005-01-07","2.8"," 1211"," 1211","0.0","0.0","203.0","-7.8","-2.2","-13.9","    0","  200","  200","6.3","7.2","    1",,,,,,,,,,"    1",,,,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2005-01-08","2.7"," 0528"," 0827","0.0","0.0","203.0","-3.3","-2.8","-4.4","    0","  330","   90","5.8","7.2","    1",,,,,,,,,,"    1",,,,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2005-01-09","4.5"," 0210"," 2358","0.0","0.0","178.0","-1.1","1.1","-3.3","    0","  190","  280","7.6","9.4","    1",,,,,,,,,,"    1","    1",,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2005-01-10","3.2"," 0104"," 1823","0.0","0.0","127.0","0.0","1.7","-1.7","    0","  320","   70","9.4","10.7","    1",,,"    1",,,,,,,"    1",,,"    1",,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2005-01-11","4.2"," 2047"," 1304","3.3","0.0","102.0","1.7","2.2","-1.1",,"   90","   70","6.3","13.4","    1",,,"    1",,,,,,,"    1","    1",,"    1",,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2005-01-12","4.6"," 2007"," 2006","22.6","0.0","76.0","8.9","16.7","1.1",,"  270","  270","15.6","20.6","    1","    1","    1",,,,,,,,"    1",,,"    1",,,,"    1",,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2005-01-13","5.9"," 2305"," 2308","16.0","25.0","0.0","-0.6","7.8","-9.4","    0","  310","  300","11.2","13.9","    1",,,"    1",,,,"    1",,,"    1","    1",,"    1",,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2005-01-14","4.6"," 0101"," 0019","0.0","0.0","25.0","-12.2","-9.4","-15.6","    0","  320","  320","10.3","11.6",,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2005-01-15","3.9"," 0829"," 1247","0.0","0.0","25.0","-12.2","-9.4","-15.6","    0","  310","  310","6.3","6.7",,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2005-01-16","5.1"," 1419"," 0703","0.0","0.0","0.0","-12.8","-10.0","-16.1","    0","  280","  330","8.0","9.8",,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2005-01-17","5.0"," 1337"," 1241","0.0","0.0","0.0","-13.9","-11.7","-16.7","    0","  320","  330","8.9","9.8",,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2005-01-18","5.9"," 2241"," 2237","2.3","30.0","0.0","-11.1","-5.0","-17.2","    0","  210","  210","12.5","16.5","    1",,,,,,,,,,"    1",,,,,"    1","    1",,"    1",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2005-01-19","5.3"," 0027"," 0030","0.0","0.0","25.0","-1.7","1.7","-5.0","    0","  210","  220","13.0","17.0","    1",,,,,,,"    1",,,"    1","    1",,"    1",,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2005-01-20","3.8"," 2222"," 1920","2.3","38.0","0.0","-3.3","-2.2","-5.0","    0","   70","   60","7.6","11.2","    1",,,,,,,"    1",,,"    1",,,,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2005-01-21","5.6"," 2143"," 2142","6.6","122.0","51.0","-6.1","-4.4","-8.3","    0","  130","  140","9.8","11.2","    1","    1",,,,,,,,,"    1",,,,,"    1",,,"    1",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2005-01-22","7.3"," 1634"," 1651","11.7","157.0","229.0","-8.3","-5.0","-11.7","    0","  350","  360","13.0","17.9","    1","    1",,,,,,"    1","    1",,"    1",,,,,"    1",,,"    1",,
